Latitude (decimal degrees):	10.738
Longitude (decimal degrees):	122.543
Elevation (m):	10
Radiation database:	PVGIS-ERA5


Slope: - deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200820:1630,0.0,0.0,0.0,26.01,2.48,0.0
20200820:1730,0.0,0.0,0.0,25.93,2.48,0.0
20200820:1830,0.0,0.0,0.0,25.82,2.62,0.0
20200820:1930,0.0,0.0,0.0,25.77,2.48,0.0
20200820:2030,0.0,0.0,0.0,25.76,2.48,0.0
20200820:2130,0.0,0.0,-3.23,25.71,2.55,0.0
20200820:2230,151.28,199.9,11.19,25.83,2.41,0.0
20200820:2330,418.01,534.45,25.71,26.64,2.69,0.0
20200821:0030,547.3,709.77,40.34,27.76,3.31,0.0
20200821:0130,511.72,664.19,54.99,28.54,3.72,0.0
20200821:0230,608.91,797.85,69.65,29.02,4.07,0.0
20200821:0330,592.38,773.57,84.21,29.49,4.21,0.0
20200821:0430,539.05,700.87,80.79,29.79,4.28,0.0
20200821:0530,530.28,689.71,66.17,29.59,4.21,0.0
20200821:0630,430.63,554.18,51.51,29.25,3.86,0.0
20200821:0730,430.03,554.28,36.87,29.6,3.52,0.0
20200821:0830,368.93,474.95,22.28,29.6,3.03,0.0
20200821:0930,232.21,300.15,7.76,29.26,2.83,0.0
20200821:1030,0.0,0.0,0.0,28.56,2.21,0.0
20200821:1130,0.0,0.0,0.0,27.89,2.28,0.0
20200821:1230,0.0,0.0,0.0,27.4,2.34,0.0
20200821:1330,0.0,0.0,0.0,27.06,2.14,0.0
20200821:1430,0.0,0.0,0.0,26.79,2.07,0.0
20200821:1530,0.0,0.0,0.0,26.45,2.0,0.0
20200821:1630,0.0,0.0,0.0,26.24,2.0,0.0
20200821:1730,0.0,0.0,0.0,26.13,2.0,0.0
20200821:1830,0.0,0.0,0.0,25.97,2.14,0.0
20200821:1930,0.0,0.0,0.0,25.72,1.72,0.0
20200821:2030,0.0,0.0,0.0,25.61,1.79,0.0
20200821:2130,0.0,0.0,-3.23,25.26,1.66,0.0
20200821:2230,361.61,459.37,11.2,25.31,1.66,0.0
20200821:2330,534.57,703.21,25.73,27.32,1.45,0.0
20200822:0030,594.64,788.58,40.38,28.1,1.86,0.0
20200822:0130,566.14,745.33,55.04,28.63,2.34,0.0
20200822:0230,640.11,851.71,69.72,28.94,2.62,0.0
20200822:0330,624.02,827.69,84.34,29.57,2.9,0.0
20200822:0430,581.92,768.05,80.77,29.92,3.17,0.0
20200822:0530,633.07,839.0,66.11,29.87,3.24,0.0
20200822:0630,558.36,733.05,51.43,30.04,3.17,0.0
20200822:0730,468.11,610.44,36.78,29.58,2.21,0.0
20200822:0830,314.21,405.26,22.18,29.43,2.34,0.0
20200822:0930,258.86,332.24,7.64,28.96,2.83,0.0
20200822:1030,0.0,0.0,0.0,28.3,3.17,0.0
20200822:1130,0.0,0.0,0.0,27.32,3.45,0.0
20200822:1230,0.0,0.0,0.0,27.03,3.03,0.0
20200822:1330,0.0,0.0,0.0,26.86,2.62,0.0
20200822:1430,0.0,0.0,0.0,26.66,2.21,0.0
20200822:1530,0.0,0.0,0.0,26.35,2.07,0.0
20200822:1630,0.0,0.0,0.0,25.99,1.79,0.0
20200822:1730,0.0,0.0,0.0,25.64,1.86,0.0
20200822:1830,0.0,0.0,0.0,25.75,2.55,0.0
20200822:1930,0.0,0.0,0.0,25.81,1.72,0.0
20200822:2030,0.0,0.0,0.0,25.42,1.52,0.0
20200822:2130,0.0,0.0,-3.24,25.69,1.17,0.0
20200822:2230,317.47,402.49,11.21,25.36,1.93,0.0
20200822:2330,455.55,588.1,25.76,26.79,1.79,0.0
20200823:0030,557.71,731.17,40.42,27.5,2.07,0.0
20200823:0130,651.48,876.02,55.09,28.09,1.93,0.0
20200823:0230,615.19,823.08,69.79,28.78,2.07,0.0
20200823:0330,533.67,708.87,84.46,28.96,2.07,0.0
20200823:0430,534.63,709.12,80.73,28.82,1.93,0.0
20200823:0530,342.88,450.34,66.04,28.61,1.52,0.0
20200823:0630,390.31,511.93,51.35,28.79,1.38,0.0
20200823:0730,253.6,332.64,36.69,28.77,2.07,0.0
20200823:0830,366.75,475.22,22.07,28.78,1.59,0.0
20200823:0930,92.3,130.73,7.52,28.65,1.24,0.0
20200823:1030,0.0,0.0,0.0,27.99,1.66,0.0
20200823:1130,0.0,0.0,0.0,27.33,1.93,0.0
20200823:1230,0.0,0.0,0.0,26.98,1.72,0.0
20200823:1330,0.0,0.0,0.0,26.49,1.86,0.0
20200823:1430,0.0,0.0,0.0,26.17,1.38,0.0
20200823:1530,0.0,0.0,0.0,25.8,1.38,0.0
20200823:1630,0.0,0.0,0.0,25.87,1.17,0.0
20200823:1730,0.0,0.0,0.0,26.82,0.76,0.0
20200823:1830,0.0,0.0,0.0,26.47,0.69,0.0
20200823:1930,0.0,0.0,0.0,26.75,0.62,0.0
20200823:2030,0.0,0.0,0.0,26.81,0.83,0.0
20200823:2130,0.0,0.0,-3.24,25.42,1.31,0.0
20200823:2230,335.21,426.53,11.22,25.37,1.38,0.0
20200823:2330,509.27,665.2,25.79,27.0,1.52,0.0
20200824:0030,623.74,832.15,40.46,27.67,1.79,0.0
20200824:0130,672.36,908.01,55.15,28.23,1.79,0.0
20200824:0230,600.74,803.61,69.85,29.06,1.93,0.0
20200824:0330,650.74,874.64,84.56,29.55,2.21,0.0
20200824:0430,626.64,836.62,80.68,29.97,2.55,0.0
20200824:0530,567.67,749.47,65.97,30.13,2.83,0.0
20200824:0630,610.69,808.79,51.27,29.86,2.97,0.0
20200824:0730,567.0,745.91,36.59,30.16,2.97,0.0
20200824:0830,431.59,557.97,21.96,29.96,2.97,0.0
20200824:0930,241.27,312.64,7.4,29.69,2.21,0.0
20200824:1030,0.0,0.0,0.0,28.97,2.14,0.0
20200824:1130,0.0,0.0,0.0,27.67,1.93,0.0
20200824:1230,0.0,0.0,0.0,27.36,1.86,0.0
20200824:1330,0.0,0.0,0.0,27.03,1.45,0.0
20200824:1430,0.0,0.0,0.0,26.66,1.31,0.0
20200824:1530,0.0,0.0,0.0,26.49,1.31,0.0
20200824:1630,0.0,0.0,0.0,26.1,1.38,0.0
20200824:1730,0.0,0.0,0.0,25.92,1.38,0.0
20200824:1830,0.0,0.0,0.0,25.5,1.45,0.0
20200824:1930,0.0,0.0,0.0,25.7,1.31,0.0
20200824:2030,0.0,0.0,0.0,25.31,1.31,0.0
20200824:2130,0.0,0.0,-3.24,25.04,1.38,0.0
20200824:2230,345.92,438.38,11.24,24.78,1.59,0.0
20200824:2330,532.93,698.05,25.82,26.94,1.59,0.0
20200825:0030,641.38,851.35,40.5,28.12,2.41,0.0
20200825:0130,673.02,895.76,55.2,28.99,3.1,0.0
20200825:0230,679.36,901.82,69.92,29.73,3.59,0.0
20200825:0330,689.79,918.33,84.65,30.19,3.79,0.0
20200825:0430,678.43,902.28,80.62,30.69,3.86,0.0
20200825:0530,638.95,845.77,65.89,30.85,3.86,0.0
20200825:0630,642.08,849.33,51.18,30.89,3.86,0.0
20200825:0730,597.67,785.35,36.49,30.61,3.72,0.0
20200825:0830,419.2,538.14,21.85,30.3,4.07,0.0
20200825:0930,305.57,390.48,7.28,29.7,3.72,0.0
20200825:1030,0.0,0.0,0.0,28.93,3.1,0.0
20200825:1130,0.0,0.0,0.0,28.31,2.83,0.0
20200825:1230,0.0,0.0,0.0,28.0,2.41,0.0
20200825:1330,0.0,0.0,0.0,27.62,2.0,0.0
20200825:1430,0.0,0.0,0.0,27.26,1.93,0.0
20200825:1530,0.0,0.0,0.0,27.14,2.14,0.0
20200825:1630,0.0,0.0,0.0,26.99,2.34,0.0
20200825:1730,0.0,0.0,0.0,26.8,2.41,0.0
20200825:1830,0.0,0.0,0.0,26.7,2.41,0.0
20200825:1930,0.0,0.0,0.0,26.29,1.86,0.0
20200825:2030,0.0,0.0,0.0,26.05,2.07,0.0
20200825:2130,0.0,0.0,-3.25,26.15,2.41,0.0
20200825:2230,442.35,561.73,11.25,26.13,2.62,0.0
20200825:2330,569.94,739.54,25.85,27.47,2.97,0.0
20200826:0030,505.11,652.16,40.54,28.49,3.86,0.0
20200826:0130,625.48,819.74,55.25,29.05,4.34,0.0
20200826:0230,599.8,784.52,69.97,29.6,4.62,0.0
20200826:0330,636.39,836.82,84.71,30.01,4.62,0.0
20200826:0430,564.97,732.58,80.54,30.27,4.76,0.0
20200826:0530,531.17,686.06,65.8,30.03,4.83,0.0
20200826:0630,572.65,742.29,51.08,30.03,4.9,0.0
20200826:0730,524.52,675.92,36.39,30.23,4.9,0.0
20200826:0830,383.77,489.42,21.73,30.07,4.76,0.0
20200826:0930,311.36,396.4,7.15,29.37,4.07,0.0
20200826:1030,0.0,0.0,0.0,28.48,3.86,0.0
20200826:1130,0.0,0.0,0.0,27.68,3.59,0.0
20200826:1230,0.0,0.0,0.0,27.3,3.59,0.0
20200826:1330,0.0,0.0,0.0,26.9,3.52,0.0
20200826:1430,0.0,0.0,0.0,26.58,3.24,0.0
20200826:1530,0.0,0.0,0.0,26.4,3.1,0.0
20200826:1630,0.0,0.0,0.0,26.26,2.97,0.0
20200826:1730,0.0,0.0,0.0,26.21,2.97,0.0
20200826:1830,0.0,0.0,0.0,25.97,2.76,0.0
20200826:1930,0.0,0.0,0.0,26.25,2.62,0.0
20200826:2030,0.0,0.0,0.0,26.03,2.62,0.0
20200826:2130,0.0,0.0,-3.24,25.76,2.69,0.0
20200826:2230,284.01,358.52,11.27,25.69,3.24,0.0
20200826:2330,442.08,557.31,25.88,26.35,4.14,0.0
20200827:0030,599.12,766.5,40.58,27.06,4.76,0.0
20200827:0130,662.27,853.85,55.3,27.49,5.1,0.0
20200827:0230,653.96,845.36,70.03,27.9,4.76,0.0
20200827:0330,651.57,846.88,84.75,28.6,4.55,0.0
20200827:0430,640.24,832.93,80.44,29.31,4.69,0.0
20200827:0530,604.82,785.63,65.71,29.59,4.83,0.0
20200827:0630,644.87,836.34,50.98,29.44,5.17,0.0
20200827:0730,442.84,566.96,36.28,29.44,4.69,0.0
20200827:0830,228.57,295.95,21.61,28.67,4.28,0.0
20200827:0930,56.09,85.27,7.02,27.95,3.59,0.0
20200827:1030,0.0,0.0,0.0,26.01,3.03,0.0
20200827:1130,0.0,0.0,0.0,25.9,2.14,0.0
20200827:1230,0.0,0.0,0.0,25.92,2.41,0.0
20200827:1330,0.0,0.0,0.0,25.91,3.1,0.0
20200827:1430,0.0,0.0,0.0,25.95,3.38,0.0
20200827:1530,0.0,0.0,0.0,25.95,3.38,0.0
20200827:1630,0.0,0.0,0.0,25.89,3.45,0.0
20200827:1730,0.0,0.0,0.0,25.4,3.72,0.0
20200827:1830,0.0,0.0,0.0,25.66,3.31,0.0
20200827:1930,0.0,0.0,0.0,25.8,3.38,0.0
20200827:2030,0.0,0.0,0.0,25.84,3.38,0.0
20200827:2130,0.0,0.0,-3.24,26.23,3.72,0.0
20200827:2230,193.91,250.68,11.29,26.39,3.72,0.0
20200827:2330,553.18,708.2,25.91,26.79,3.72,0.0
20200828:0030,583.67,749.79,40.62,27.57,4.34,0.0
20200828:0130,613.53,790.6,55.34,28.07,4.83,0.0
20200828:0230,560.66,724.83,70.08,28.52,4.76,0.0
20200828:0330,535.22,696.56,84.77,28.84,4.28,0.0
20200828:0430,405.57,523.88,80.33,28.77,4.14,0.0
20200828:0530,348.03,447.62,65.61,27.72,4.21,0.0
20200828:0630,275.81,356.91,50.88,27.89,4.21,0.0
20200828:0730,277.88,360.12,36.16,28.29,2.83,0.0
20200828:0830,224.76,291.8,21.49,27.97,3.1,0.0
20200828:0930,158.9,209.81,6.88,27.85,2.76,0.0
20200828:1030,0.0,0.0,0.0,27.27,2.97,0.0
20200828:1130,0.0,0.0,0.0,26.8,3.17,0.0
20200828:1230,0.0,0.0,0.0,26.69,3.24,0.0
20200828:1330,0.0,0.0,0.0,26.62,3.24,0.0
20200828:1430,0.0,0.0,0.0,26.55,3.45,0.0
20200828:1530,0.0,0.0,0.0,26.48,3.52,0.0
20200828:1630,0.0,0.0,0.0,26.45,3.17,0.0
20200828:1730,0.0,0.0,0.0,26.36,3.03,0.0
20200828:1830,0.0,0.0,0.0,26.23,3.03,0.0
20200828:1930,0.0,0.0,0.0,26.09,3.59,0.0
20200828:2030,0.0,0.0,0.0,26.14,3.31,0.0
20200828:2130,0.0,0.0,-3.24,26.14,3.24,0.0
20200828:2230,141.75,188.85,11.31,26.29,3.24,0.0
20200828:2330,409.17,520.04,25.94,26.89,3.52,0.0
20200829:0030,509.42,654.21,40.66,27.83,4.14,0.0
20200829:0130,505.9,648.84,55.39,28.52,4.83,0.0
20200829:0230,577.47,748.58,70.13,28.78,5.03,0.0
20200829:0330,546.97,708.61,84.77,29.06,4.9,0.0
20200829:0430,458.14,589.34,80.21,28.58,4.62,0.0
20200829:0530,411.54,530.49,65.5,28.31,4.0,0.0
20200829:0630,503.37,648.8,50.77,27.98,4.07,0.0
20200829:0730,356.47,455.47,36.05,28.8,4.9,0.0
20200829:0830,276.75,353.98,21.37,28.54,4.55,0.0
20200829:0930,105.7,146.15,6.75,28.44,3.72,0.0
20200829:1030,0.0,0.0,0.0,27.85,2.55,0.0
20200829:1130,0.0,0.0,0.0,27.21,2.9,0.0
20200829:1230,0.0,0.0,0.0,26.84,3.38,0.0
20200829:1330,0.0,0.0,0.0,26.69,3.52,0.0
20200829:1430,0.0,0.0,0.0,26.52,3.24,0.0
20200829:1530,0.0,0.0,0.0,26.39,3.17,0.0
20200829:1630,0.0,0.0,0.0,26.16,3.52,0.0
20200829:1730,0.0,0.0,0.0,26.03,3.79,0.0
20200829:1830,0.0,0.0,0.0,26.06,3.45,0.0
20200829:1930,0.0,0.0,0.0,26.09,3.79,0.0
20200829:2030,0.0,0.0,0.0,25.87,3.66,0.0
20200829:2130,0.0,0.0,-3.23,25.83,4.07,0.0
20200829:2230,129.97,173.96,11.33,25.79,4.28,0.0
20200829:2330,193.71,251.92,25.97,26.32,4.55,0.0
20200830:0030,218.46,282.69,40.7,27.08,5.45,0.0
20200830:0130,301.04,386.73,55.43,27.61,5.31,0.0
20200830:0230,483.47,618.78,70.17,28.17,5.72,0.0
20200830:0330,512.05,657.6,84.74,28.83,5.79,0.0
20200830:0430,567.81,730.89,80.08,28.94,5.79,0.0
20200830:0530,280.51,362.68,65.39,28.51,5.52,0.0
20200830:0630,370.82,473.77,50.65,27.98,4.9,0.0
20200830:0730,176.8,233.17,35.93,28.05,6.07,0.0
20200830:0830,120.61,164.7,21.24,27.78,5.17,0.0
20200830:0930,16.65,34.16,6.61,27.61,4.62,0.0
20200830:1030,0.0,0.0,0.0,27.27,4.14,0.0
20200830:1130,0.0,0.0,0.0,27.06,3.86,0.0
20200830:1230,0.0,0.0,0.0,26.96,3.52,0.0
20200830:1330,0.0,0.0,0.0,26.87,3.45,0.0
20200830:1430,0.0,0.0,0.0,26.65,3.38,0.0
20200830:1530,0.0,0.0,0.0,26.48,3.24,0.0
20200830:1630,0.0,0.0,0.0,26.2,3.72,0.0
20200830:1730,0.0,0.0,0.0,25.99,4.21,0.0
20200830:1830,0.0,0.0,0.0,25.87,4.34,0.0
20200830:1930,0.0,0.0,0.0,25.99,3.24,0.0
20200830:2030,0.0,0.0,0.0,25.89,3.38,0.0
20200830:2130,0.0,0.0,-3.23,25.89,3.38,0.0
20200830:2230,141.66,187.47,11.35,25.87,2.97,0.0
20200830:2330,254.8,325.69,26.0,26.34,2.76,0.0
20200831:0030,341.89,434.97,40.74,26.98,3.17,0.0
20200831:0130,432.24,553.57,55.48,27.38,3.52,0.0
20200831:0230,437.78,564.01,70.2,27.99,3.66,0.0
20200831:0330,402.21,518.02,84.69,28.43,4.0,0.0
20200831:0430,556.03,722.87,79.93,28.78,4.21,0.0
20200831:0530,607.97,794.44,65.27,29.37,4.41,0.0
20200831:0630,452.78,585.73,50.54,29.74,4.76,0.0
20200831:0730,351.45,452.71,35.81,29.05,3.66,0.0
20200831:0830,273.93,351.87,21.11,28.92,3.86,0.0
20200831:0930,197.01,255.82,6.47,28.37,3.38,0.0
20200831:1030,0.0,0.0,0.0,27.79,2.97,0.0
20200831:1130,0.0,0.0,0.0,27.33,2.9,0.0
20200831:1230,0.0,0.0,0.0,27.05,2.83,0.0
20200831:1330,0.0,0.0,0.0,26.89,2.76,0.0
20200831:1430,0.0,0.0,0.0,26.72,2.83,0.0
20200831:1530,0.0,0.0,0.0,26.49,2.97,0.0
20200831:1630,0.0,0.0,0.0,26.15,3.03,0.0
20200831:1730,0.0,0.0,0.0,25.99,3.03,0.0
20200831:1830,0.0,0.0,0.0,25.93,3.03,0.0
20200831:1930,0.0,0.0,0.0,25.98,2.41,0.0
20200831:2030,0.0,0.0,0.0,25.82,2.21,0.0
20200831:2130,0.0,0.0,-3.22,25.69,2.14,0.0
20200831:2230,265.0,337.55,11.37,25.78,2.21,0.0
20200831:2330,461.84,593.21,26.03,26.84,2.48,0.0
20200901:0030,590.53,770.48,40.78,27.8,3.17,0.0
20200901:0130,638.45,839.35,55.52,28.48,3.59,0.0
20200901:0230,664.54,876.42,70.23,29.04,3.93,0.0
20200901:0330,605.95,792.32,84.61,29.51,4.21,0.0
20200901:0430,614.62,805.38,79.76,29.64,4.28,0.0
20200901:0530,574.39,748.94,65.14,29.75,4.14,0.0
20200901:0630,591.63,772.17,50.41,29.62,4.21,0.0
20200901:0730,606.61,793.75,35.68,30.17,4.07,0.0
20200901:0830,429.16,551.73,20.98,29.99,3.79,0.0
20200901:0930,297.82,381.64,6.32,29.52,3.1,0.0
20200901:1030,0.0,0.0,0.0,28.78,2.55,0.0
20200901:1130,0.0,0.0,0.0,27.93,2.34,0.0
20200901:1230,0.0,0.0,0.0,27.42,2.28,0.0
20200901:1330,0.0,0.0,0.0,26.95,2.14,0.0
20200901:1430,0.0,0.0,0.0,26.66,2.14,0.0
20200901:1530,0.0,0.0,0.0,26.28,1.93,0.0
20200901:1630,0.0,0.0,0.0,25.88,1.79,0.0
20200901:1730,0.0,0.0,0.0,25.61,1.66,0.0
20200901:1830,0.0,0.0,0.0,25.31,1.66,0.0
20200901:1930,0.0,0.0,0.0,25.32,1.79,0.0
20200901:2030,0.0,0.0,0.0,25.17,1.86,0.0
20200901:2130,0.0,0.0,-3.21,24.98,1.79,0.0
20200901:2230,340.82,431.31,11.39,24.9,1.59,0.0
20200901:2330,536.4,702.14,26.07,27.0,1.66,0.0
20200902:0030,601.6,796.36,40.82,27.84,2.07,0.0
20200902:0130,634.7,851.51,55.56,28.6,2.0,0.0
20200902:0230,660.42,898.32,70.26,29.17,1.79,0.0
20200902:0330,675.28,920.68,84.51,29.68,1.86,0.0
20200902:0430,659.98,894.75,79.59,30.11,2.14,0.0
20200902:0530,573.51,769.22,65.01,30.2,2.14,0.0
20200902:0630,364.38,478.1,50.29,30.14,2.21,0.0
20200902:0730,309.46,403.09,35.55,29.84,2.41,0.0
20200902:0830,163.72,219.27,20.84,29.42,2.41,0.0
20200902:0930,79.25,114.35,6.18,28.96,1.38,0.0
20200902:1030,0.0,0.0,0.0,28.69,0.34,0.0
20200902:1130,0.0,0.0,0.0,27.56,0.83,0.0
20200902:1230,0.0,0.0,0.0,26.87,1.38,0.0
20200902:1330,0.0,0.0,0.0,26.56,1.72,0.0
20200902:1430,0.0,0.0,0.0,26.29,1.72,0.0
20200902:1530,0.0,0.0,0.0,25.96,1.52,0.0
20200902:1630,0.0,0.0,0.0,26.49,0.97,0.0
20200902:1730,0.0,0.0,0.0,27.04,0.48,0.0
20200902:1830,0.0,0.0,0.0,26.93,0.07,0.0
20200902:1930,0.0,0.0,0.0,27.1,0.21,0.0
20200902:2030,0.0,0.0,0.0,26.89,0.83,0.0
20200902:2130,0.0,0.0,-3.2,25.89,1.1,0.0
20200902:2230,382.07,486.66,11.41,25.2,1.38,0.0
20200902:2330,590.77,782.24,26.1,27.05,1.52,0.0
20200903:0030,633.71,847.93,40.86,27.92,1.79,0.0
20200903:0130,669.68,907.96,55.59,28.68,1.79,0.0
20200903:0230,660.63,896.55,70.28,29.35,1.79,0.0
20200903:0330,654.55,894.75,84.39,29.94,1.59,0.0
20200903:0430,621.15,852.61,79.4,30.41,1.17,0.0
20200903:0530,546.0,730.85,64.87,30.5,2.0,0.0
20200903:0630,532.21,706.97,50.15,30.2,2.14,0.0
20200903:0730,480.14,639.8,35.42,30.38,1.17,0.0
20200903:0830,180.69,241.79,20.7,29.85,1.17,0.0
20200903:0930,27.74,49.64,6.03,29.25,1.66,0.0
20200903:1030,0.0,0.0,0.0,27.92,1.79,0.0
20200903:1130,0.0,0.0,0.0,27.24,1.52,0.0
20200903:1230,0.0,0.0,0.0,26.74,0.83,0.0
20200903:1330,0.0,0.0,0.0,26.29,1.38,0.0
20200903:1430,0.0,0.0,0.0,25.96,1.24,0.0
20200903:1530,0.0,0.0,0.0,26.86,0.34,0.0
20200903:1630,0.0,0.0,0.0,26.61,0.21,0.0
20200903:1730,0.0,0.0,0.0,26.68,0.21,0.0
20200903:1830,0.0,0.0,0.0,26.43,0.28,0.0
20200903:1930,0.0,0.0,0.0,26.55,0.14,0.0
20200903:2030,0.0,0.0,0.0,26.65,0.14,0.0
20200903:2130,0.0,0.0,-3.19,26.57,0.21,0.0
20200903:2230,269.78,349.84,11.44,26.35,0.07,0.0
20200903:2330,505.61,672.39,26.13,26.83,0.34,0.0
20200904:0030,596.19,813.09,40.89,27.61,0.41,0.0
20200904:0130,640.52,888.39,55.62,28.44,0.48,0.0
20200904:0230,660.51,920.49,70.29,29.17,0.62,0.0
20200904:0330,637.72,877.3,84.25,29.79,1.03,0.0
20200904:0430,584.7,788.97,79.2,30.17,1.59,0.0
20200904:0530,515.78,684.88,64.73,30.15,1.86,0.0
20200904:0630,367.47,479.98,50.02,29.59,1.93,0.0
20200904:0730,236.18,310.52,35.28,29.21,2.07,0.0
20200904:0830,143.83,194.38,20.56,29.05,2.28,0.0
20200904:0930,148.9,199.01,5.88,28.74,1.66,0.0
20200904:1030,0.0,0.0,0.0,28.37,1.1,0.0
20200904:1130,0.0,0.0,0.0,28.19,0.41,0.0
20200904:1230,0.0,0.0,0.0,28.2,0.41,0.0
20200904:1330,0.0,0.0,0.0,27.5,0.69,0.0
20200904:1430,0.0,0.0,0.0,26.75,1.03,0.0
20200904:1530,0.0,0.0,0.0,26.22,1.24,0.0
20200904:1630,0.0,0.0,0.0,26.14,1.72,0.0
20200904:1730,0.0,0.0,0.0,25.89,1.86,0.0
20200904:1830,0.0,0.0,0.0,25.7,1.72,0.0
20200904:1930,0.0,0.0,0.0,26.15,1.1,0.0
20200904:2030,0.0,0.0,0.0,25.66,1.66,0.0
20200904:2130,0.0,0.0,-3.17,25.87,2.14,0.0
20200904:2230,342.86,434.29,11.46,25.84,2.34,0.0
20200904:2330,524.31,679.42,26.16,27.08,2.34,0.0
20200905:0030,577.3,758.51,40.93,28.1,2.41,0.0
20200905:0130,611.52,812.61,55.65,28.7,2.48,0.0
20200905:0230,412.44,534.32,70.3,28.97,3.24,0.0
20200905:0330,543.44,703.58,84.08,28.17,4.14,0.0
20200905:0430,515.9,671.06,78.99,28.58,3.52,0.0
20200905:0530,510.37,666.93,64.58,29.25,3.72,0.0
20200905:0630,440.29,567.57,49.88,29.58,4.34,0.0
20200905:0730,400.9,516.47,35.15,29.25,3.59,0.0
20200905:0830,298.96,384.77,20.42,29.25,3.45,0.0
20200905:0930,145.76,194.58,5.73,28.89,3.31,0.0
20200905:1030,0.0,0.0,0.0,27.77,2.69,0.0
20200905:1130,0.0,0.0,0.0,27.5,2.55,0.0
20200905:1230,0.0,0.0,0.0,27.11,2.55,0.0
20200905:1330,0.0,0.0,0.0,26.99,2.48,0.0
20200905:1430,0.0,0.0,0.0,26.83,2.69,0.0
20200905:1530,0.0,0.0,0.0,26.72,2.83,0.0
20200905:1630,0.0,0.0,0.0,26.51,2.83,0.0
20200905:1730,0.0,0.0,0.0,26.38,3.31,0.0
20200905:1830,0.0,0.0,0.0,26.18,3.59,0.0
20200905:1930,0.0,0.0,0.0,26.4,2.69,0.0
20200905:2030,0.0,0.0,0.0,26.35,2.48,0.0
20200905:2130,0.0,0.0,-3.16,25.94,2.9,0.0
20200905:2230,120.22,162.54,11.49,26.03,3.17,0.0
20200905:2330,410.2,520.89,26.19,26.62,3.38,0.0
20200906:0030,569.53,732.12,40.96,27.72,4.21,0.0
20200906:0130,636.34,830.0,55.68,28.52,3.93,0.0
20200906:0230,687.84,910.47,70.3,29.2,3.79,0.0
20200906:0330,677.7,898.11,83.9,29.87,4.0,0.0
20200906:0430,661.15,876.54,78.77,30.12,3.86,0.0
20200906:0530,518.14,671.99,64.42,29.87,4.14,0.0
20200906:0630,403.51,522.56,49.74,29.44,3.79,0.0
20200906:0730,278.69,361.81,35.0,29.4,3.24,0.0
20200906:0830,179.56,237.0,20.27,28.76,3.31,0.0
20200906:0930,113.99,155.89,5.58,28.0,2.55,0.0
20200906:1030,0.0,0.0,0.0,27.3,1.59,0.0
20200906:1130,0.0,0.0,0.0,26.98,1.86,0.0
20200906:1230,0.0,0.0,0.0,26.62,1.38,0.0
20200906:1330,0.0,0.0,0.0,26.17,1.59,0.0
20200906:1430,0.0,0.0,0.0,25.95,1.72,0.0
20200906:1530,0.0,0.0,0.0,25.97,2.07,0.0
20200906:1630,0.0,0.0,0.0,25.91,2.34,0.0
20200906:1730,0.0,0.0,0.0,25.81,2.07,0.0
20200906:1830,0.0,0.0,0.0,25.71,1.86,0.0
20200906:1930,0.0,0.0,0.0,25.83,1.59,0.0
20200906:2030,0.0,0.0,0.0,25.65,1.66,0.0
20200906:2130,0.0,0.0,-3.15,25.41,1.52,0.0
20200906:2230,272.32,347.79,11.51,25.3,1.03,0.0
20200906:2330,463.65,601.01,26.22,26.62,1.45,0.0
20200907:0030,567.92,747.6,40.99,27.38,2.0,0.0
20200907:0130,620.01,834.46,55.71,28.23,1.59,0.0
20200907:0230,552.24,740.99,70.3,29.02,1.24,0.0
20200907:0330,619.16,840.06,83.69,29.32,1.38,0.0
20200907:0430,505.79,671.89,78.54,29.66,1.66,0.0
20200907:0530,505.04,668.37,64.26,29.52,2.0,0.0
20200907:0630,259.28,343.02,49.59,29.01,1.31,0.0
20200907:0730,120.79,169.37,34.86,28.89,1.03,0.0
20200907:0830,112.35,156.31,20.13,28.31,1.17,0.0
20200907:0930,54.87,83.74,5.43,27.65,1.93,0.0
20200907:1030,0.0,0.0,0.0,27.19,0.76,0.0
20200907:1130,0.0,0.0,0.0,27.25,0.34,0.0
20200907:1230,0.0,0.0,0.0,26.41,0.97,0.0
20200907:1330,0.0,0.0,0.0,26.51,1.86,0.0
20200907:1430,0.0,0.0,0.0,26.39,2.34,0.0
20200907:1530,0.0,0.0,0.0,26.31,2.55,0.0
20200907:1630,0.0,0.0,0.0,26.15,2.34,0.0
20200907:1730,0.0,0.0,0.0,25.88,1.86,0.0
20200907:1830,0.0,0.0,0.0,25.41,1.03,0.0
20200907:1930,0.0,0.0,0.0,25.15,1.52,0.0
20200907:2030,0.0,0.0,0.0,25.1,1.52,0.0
20200907:2130,0.0,0.0,-3.13,25.2,1.59,0.0
20200907:2230,346.92,439.54,11.54,25.21,1.79,0.0
20200907:2330,476.81,616.21,26.25,26.52,1.79,0.0
20200908:0030,404.99,522.45,41.02,27.23,1.66,0.0
20200908:0130,625.36,851.24,55.73,27.75,0.9,0.0
20200908:0230,604.33,834.72,70.29,28.59,0.34,0.0
20200908:0330,595.04,821.53,83.47,29.12,0.48,0.0
20200908:0430,474.5,641.32,78.3,29.48,0.48,0.0
20200908:0530,509.43,679.03,64.09,29.49,1.52,0.0
